Time,Type,Command,Duration
11/Feb/2026 14:44:11,Query,DELETE FROM sessions WHERE userid = 4174,6
31/Jan/2026 23:05:15,Query,SELECT ccexpire FROM creditcard WHERE userid = 4294,47
01/Feb/2026 22:38:56,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6294,33
14/Feb/2026 20:45:33,Query,SELECT * FROM users WHERE userid = 9916,22
19/Feb/2026 22:14:03,Query,SELECT * FROM users WHERE userid = 1656,5
25/Jan/2026 08:39:41,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert32, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Rodriguez, james20@example.org)",65
30/Jan/2026 17:50:52,Query,SELECT * FROM users WHERE userid = 2009,33
03/Feb/2026 06:47:54,Query,DELETE FROM sessions WHERE userid = 9556,10
13/Feb/2026 08:10:02,Connect,admin on BCG using TCP/IP,
12/Feb/2026 18:20:28,Connect,webapp on BCG using TCP/IP,
23/Feb/2026 18:07:42,Query,SELECT username FROM users WHERE userid = 4030,29
27/Jan/2026 06:51:58,Query,SELECT username FROM users WHERE userid = 8548,36
10/Feb/2026 12:41:42,Query,SELECT * FROM users WHERE userid = 6896,36
03/Feb/2026 23:26:05,Query,SELECT username FROM users WHERE userid = 9512,29
30/Jan/2026 06:22:54,Connect,webapp on BCG using TCP/IP,
28/Jan/2026 15:43:09,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (2630, MB-AG-T01, 1)",36
16/Feb/2026 15:57:16,Connect,admin on BCG using TCP/IP,
12/Feb/2026 23:59:52,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda96, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Michael, Davis, michael49@gmail.com)",62
02/Feb/2026 19:36:47,Query,SELECT * FROM users WHERE userid = 8754,7
12/Feb/2026 17:33:14,Query,UPDATE products SET stock = stock - 1 WHERE productid = 9376,13
05/Feb/2026 20:46:44,Connect,dbuser on BCG using TCP/IP,
07/Feb/2026 20:51:12,Query,SELECT * FROM users WHERE userid = 6867,41
04/Feb/2026 10:11:47,Query,UPDATE users SET email = james@hotmail.com WHERE userid = 5661,57
17/Feb/2026 02:33:49,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert56, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Brown, patricia28@hotmail.com)",86
21/Feb/2026 21:41:10,Query,SELECT * FROM creditcard WHERE userid = 3595,6
29/Jan/2026 04:46:30,Query,SELECT * FROM creditcard WHERE userid = 6967,37
25/Jan/2026 20:54:32,Query,SELECT email FROM users WHERE userid = 7189,24
02/Feb/2026 00:31:08,Query,SELECT ccexpire FROM creditcard WHERE userid = 6049,9
21/Feb/2026 16:37:40,Connect,admin on BCG using TCP/IP,
16/Feb/2026 01:37:43,Query,UPDATE users SET email = jennifer@gmail.com WHERE userid = 7911,12
26/Jan/2026 23:10:43,Query,SELECT email FROM users WHERE userid = 8134,32
20/Feb/2026 10:23:24,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (michael97, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Jones, william24@example.org)",48
23/Feb/2026 16:19:08,Query,DELETE FROM sessions WHERE userid = 9005,17
29/Jan/2026 16:08:53,Query,SELECT * FROM users WHERE userid = 3462,44
14/Feb/2026 21:37:14,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth32, 1e3f0e4291be8533bce600d32c41da4fecfd0204, John, Miller, james77@hotmail.com)",31
06/Feb/2026 12:06:50,Connect,admin on BCG using TCP/IP,
18/Feb/2026 05:42:12,Query,UPDATE users SET email = mary@gmail.com WHERE userid = 9195,87
31/Jan/2026 14:59:15,Connect,webapp on BCG using TCP/IP,
13/Feb/2026 11:53:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 3250,8
08/Feb/2026 09:01:05,Query,SELECT ccexpire FROM creditcard WHERE userid = 6023,25
17/Feb/2026 09:04:47,Query,SELECT * FROM creditcard WHERE userid = 2982,17
08/Feb/2026 06:38:54,Query,DELETE FROM sessions WHERE userid = 3572,23
17/Feb/2026 14:45:16,Query,UPDATE users SET email = elizabeth@yahoo.com WHERE userid = 1120,45
21/Feb/2026 04:30:14,Query,UPDATE users SET email = mary@gmail.com WHERE userid = 3956,79
26/Jan/2026 11:31:48,Query,SELECT * FROM creditcard WHERE userid = 2815,21
10/Feb/2026 12:38:22,Connect,dbuser on BCG using TCP/IP,
17/Feb/2026 21:38:50,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1367,53
15/Feb/2026 12:56:54,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4597, WSC-MG-G10, 4)",28
23/Feb/2026 03:06:39,Query,SELECT ccexpire FROM creditcard WHERE userid = 3795,29
23/Feb/2026 14:06:54,Connect,admin on BCG using TCP/IP,
27/Jan/2026 00:24:16,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1404,47
09/Feb/2026 10:10:34,Query,SELECT username FROM users WHERE userid = 2653,11
21/Feb/2026 06:11:39,Query,DELETE FROM sessions WHERE userid = 6496,14
28/Jan/2026 21:42:56,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4529,90
21/Feb/2026 00:49:14,Connect,webapp on BCG using TCP/IP,
19/Feb/2026 09:18:53,Connect,dbuser on BCG using TCP/IP,
23/Feb/2026 02:18:06,Query,SELECT email FROM users WHERE userid = 5262,22
09/Feb/2026 06:45:20,Query,SELECT username FROM users WHERE userid = 4143,17
07/Feb/2026 03:02:51,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia97, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Williams, michael91@gmail.com)",86
08/Feb/2026 21:59:50,Connect,dbuser on BCG using TCP/IP,
11/Feb/2026 12:15:33,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer46, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Miller, linda61@hotmail.com)",69
08/Feb/2026 03:16:36,Connect,webapp on BCG using TCP/IP,
11/Feb/2026 09:23:05,Query,UPDATE users SET email = john@example.org WHERE userid = 4899,71
27/Jan/2026 08:04:35,Connect,admin on BCG using TCP/IP,
21/Feb/2026 08:16:26,Connect,admin on BCG using TCP/IP,
12/Feb/2026 11:36:52,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (patricia44, 1e3f0e4291be8533bce600d32c41da4fecfd0204, John, Williams, jennifer16@company.com)",83
06/Feb/2026 11:51:54,Query,SELECT ccexpire FROM creditcard WHERE userid = 6409,40
16/Feb/2026 22:16:23,Query,SELECT username FROM users WHERE userid = 5970,32
28/Jan/2026 15:01:55,Query,DELETE FROM sessions WHERE userid = 2586,23
14/Feb/2026 07:56:48,Connect,dbuser on BCG using TCP/IP,
25/Jan/2026 13:31:18,Connect,dbuser on BCG using TCP/IP,
08/Feb/2026 17:36:42,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1809,100
23/Feb/2026 21:10:33,Query,DELETE FROM sessions WHERE userid = 6328,10
22/Feb/2026 22:25:47,Query,SELECT * FROM users WHERE userid = 3197,42
23/Feb/2026 15:41:46,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (john11, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Elizabeth, Martinez, elizabeth20@example.org)",57
27/Jan/2026 08:15:49,Connect,admin on BCG using TCP/IP,
19/Feb/2026 08:11:49,Query,SELECT * FROM users WHERE userid = 5853,50
22/Feb/2026 11:33:34,Query,SELECT * FROM users WHERE userid = 7500,32
23/Feb/2026 05:34:01,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1016,66
05/Feb/2026 13:40:53,Connect,webapp on BCG using TCP/IP,
31/Jan/2026 07:24:20,Connect,webapp on BCG using TCP/IP,
19/Feb/2026 01:38:20,Query,SELECT * FROM creditcard WHERE userid = 6346,27
29/Jan/2026 20:34:29,Query,SELECT * FROM users WHERE userid = 7788,9
08/Feb/2026 23:56:10,Query,UPDATE users SET email = william@gmail.com WHERE userid = 5664,25
14/Feb/2026 03:51:00,Query,SELECT ccexpire FROM creditcard WHERE userid = 8887,47
23/Feb/2026 17:40:53,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer98, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Michael, Miller, robert35@example.org)",85
31/Jan/2026 07:45:10,Query,UPDATE users SET email = robert@company.com WHERE userid = 5153,11
18/Feb/2026 15:03:10,Query,SELECT username FROM users WHERE userid = 1863,14
13/Feb/2026 10:40:21,Query,UPDATE users SET email = mary@company.com WHERE userid = 9168,24
20/Feb/2026 11:48:37,Query,DELETE FROM sessions WHERE userid = 4639,25
10/Feb/2026 22:12:42,Query,SELECT * FROM creditcard WHERE userid = 2371,7
14/Feb/2026 18:23:34,Query,SELECT ccexpire FROM creditcard WHERE userid = 1040,8
23/Feb/2026 06:58:03,Query,SELECT * FROM users WHERE userid = 8098,44
26/Jan/2026 13:03:56,Query,SELECT ccexpire FROM creditcard WHERE userid = 6155,17
22/Feb/2026 06:30:01,Query,SELECT email FROM users WHERE userid = 3176,9
23/Feb/2026 09:54:02,Query,DELETE FROM sessions WHERE userid = 7960,20
12/Feb/2026 02:48:18,Connect,webapp on BCG using TCP/IP,
14/Feb/2026 11:11:15,Query,SELECT email FROM users WHERE userid = 5617,42
28/Jan/2026 16:50:41,Query,SELECT email FROM users WHERE userid = 6322,9
01/Feb/2026 21:48:38,Connect,webapp on BCG using TCP/IP,
15/Feb/2026 08:33:02,Query,UPDATE products SET stock = stock - 1 WHERE productid = 4203,44
21/Feb/2026 00:15:00,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3431, MB-AG-G07, 5)",22
05/Feb/2026 14:34:40,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3723, FI-AG-G08, 4)",43
09/Feb/2026 06:28:43,Query,SELECT username FROM users WHERE userid = 7204,44
30/Jan/2026 00:41:54,Query,UPDATE users SET email = james@gmail.com WHERE userid = 5167,58
30/Jan/2026 18:33:09,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth85, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Michael, Johnson, elizabeth93@gmail.com)",100
09/Feb/2026 05:20:06,Query,SELECT username FROM users WHERE userid = 2976,9
31/Jan/2026 22:03:22,Query,SELECT * FROM creditcard WHERE userid = 9312,41
27/Jan/2026 01:01:52,Query,SELECT ccexpire FROM creditcard WHERE userid = 9586,42
05/Feb/2026 05:48:18,Query,SELECT * FROM users WHERE userid = 8798,49
18/Feb/2026 14:03:36,Connect,admin on BCG using TCP/IP,
13/Feb/2026 17:38:36,Query,SELECT ccexpire FROM creditcard WHERE userid = 2479,47
11/Feb/2026 13:28:59,Query,DELETE FROM sessions WHERE userid = 7352,5
22/Feb/2026 22:42:55,Query,SELECT username FROM users WHERE userid = 4453,5
23/Feb/2026 13:59:59,Connect,dbuser on BCG using TCP/IP,
18/Feb/2026 16:56:14,Query,SELECT * FROM creditcard WHERE userid = 4356,25
03/Feb/2026 16:47:10,Query,SELECT username FROM users WHERE userid = 9377,27
17/Feb/2026 20:44:40,Query,SELECT * FROM creditcard WHERE userid = 7940,24
02/Feb/2026 07:40:25,Query,DELETE FROM sessions WHERE userid = 1612,26
28/Jan/2026 22:01:21,Connect,dbuser on BCG using TCP/IP,
13/Feb/2026 00:26:34,Query,UPDATE users SET email = michael@hotmail.com WHERE userid = 1086,12
03/Feb/2026 06:12:56,Query,SELECT * FROM creditcard WHERE userid = 1754,34
02/Feb/2026 12:09:39,Connect,dbuser on BCG using TCP/IP,
13/Feb/2026 22:51:33,Connect,admin on BCG using TCP/IP,
07/Feb/2026 08:08:54,Query,SELECT ccexpire FROM creditcard WHERE userid = 1730,21
18/Feb/2026 00:37:10,Query,SELECT username FROM users WHERE userid = 5803,17
06/Feb/2026 11:43:38,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9190, WSC-MG-G10, 5)",84
26/Jan/2026 20:16:14,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda65, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Brown, robert50@yahoo.com)",72
16/Feb/2026 21:07:25,Query,SELECT * FROM users WHERE userid = 4666,45
10/Feb/2026 22:52:17,Query,SELECT email FROM users WHERE userid = 2217,22
21/Feb/2026 05:10:24,Query,SELECT ccexpire FROM creditcard WHERE userid = 7736,35
31/Jan/2026 03:08:20,Query,SELECT username FROM users WHERE userid = 4169,13
09/Feb/2026 13:21:32,Query,SELECT username FROM users WHERE userid = 8084,46
18/Feb/2026 04:01:21,Query,UPDATE products SET stock = stock - 1 WHERE productid = 5824,86
15/Feb/2026 21:04:09,Query,SELECT ccexpire FROM creditcard WHERE userid = 4263,13
15/Feb/2026 11:25:32,Query,SELECT email FROM users WHERE userid = 2998,22
06/Feb/2026 11:34:54,Connect,webapp on BCG using TCP/IP,
09/Feb/2026 16:21:36,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (michael73, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Johnson, linda52@hotmail.com)",37
13/Feb/2026 05:56:04,Query,UPDATE products SET stock = stock - 1 WHERE productid = 9584,22
09/Feb/2026 08:12:08,Query,SELECT * FROM creditcard WHERE userid = 2340,11
30/Jan/2026 11:20:19,Query,SELECT ccexpire FROM creditcard WHERE userid = 3936,26
01/Feb/2026 17:08:31,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4006, GT-SC-G01, 4)",68
24/Feb/2026 04:48:31,Query,SELECT username FROM users WHERE userid = 9557,47
21/Feb/2026 00:40:35,Query,SELECT * FROM users WHERE userid = 7161,28
29/Jan/2026 09:49:43,Connect,dbuser on BCG using TCP/IP,
04/Feb/2026 09:46:24,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (8951, GT-SC-G01, 1)",22
28/Jan/2026 11:01:48,Connect,dbuser on BCG using TCP/IP,
28/Jan/2026 17:37:52,Query,SELECT username FROM users WHERE userid = 1677,17
12/Feb/2026 06:24:41,Query,UPDATE users SET email = patricia@yahoo.com WHERE userid = 8487,100
02/Feb/2026 06:09:57,Query,SELECT ccexpire FROM creditcard WHERE userid = 1388,36
14/Feb/2026 20:16:19,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william62, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Miller, john28@example.org)",29
01/Feb/2026 16:21:40,Query,SELECT * FROM creditcard WHERE userid = 2512,27
26/Jan/2026 21:07:39,Query,SELECT username FROM users WHERE userid = 7500,6
21/Feb/2026 18:38:52,Connect,dbuser on BCG using TCP/IP,
05/Feb/2026 06:54:40,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (elizabeth49, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Miller, michael50@yahoo.com)",41
21/Feb/2026 00:49:20,Query,DELETE FROM sessions WHERE userid = 3770,29
20/Feb/2026 18:10:46,Query,SELECT * FROM users WHERE userid = 1558,8
25/Jan/2026 13:06:46,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert12, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Jennifer, Smith, patricia15@company.com)",33
07/Feb/2026 21:32:34,Query,SELECT * FROM users WHERE userid = 6804,23
27/Jan/2026 19:52:39,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert46, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Brown, william73@hotmail.com)",95
18/Feb/2026 20:59:46,Query,SELECT email FROM users WHERE userid = 7140,24
25/Jan/2026 10:47:47,Query,SELECT * FROM creditcard WHERE userid = 2904,45
14/Feb/2026 03:59:09,Query,DELETE FROM sessions WHERE userid = 3798,29
12/Feb/2026 06:25:56,Query,SELECT ccexpire FROM creditcard WHERE userid = 2479,19
30/Jan/2026 15:48:09,Connect,admin on BCG using TCP/IP,
26/Jan/2026 13:45:01,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6948, WC-SH-G04, 3)",88
27/Jan/2026 08:55:04,Query,UPDATE users SET email = linda@company.com WHERE userid = 3426,49
13/Feb/2026 09:56:40,Query,DELETE FROM sessions WHERE userid = 6036,13
11/Feb/2026 07:07:15,Query,SELECT username FROM users WHERE userid = 1225,31
14/Feb/2026 08:26:29,Query,DELETE FROM sessions WHERE userid = 5067,6
13/Feb/2026 13:52:06,Query,UPDATE users SET email = elizabeth@company.com WHERE userid = 6569,63
08/Feb/2026 01:26:17,Query,UPDATE users SET email = john@yahoo.com WHERE userid = 2090,50
16/Feb/2026 19:38:06,Query,SELECT username FROM users WHERE userid = 5148,8
16/Feb/2026 13:38:00,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (jennifer62, 1e3f0e4291be8533bce600d32c41da4fecfd0204, James, Rodriguez, john41@company.com)",93
23/Feb/2026 14:30:32,Query,SELECT username FROM users WHERE userid = 4803,40
26/Jan/2026 11:03:24,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6863,87
27/Jan/2026 17:25:10,Query,SELECT email FROM users WHERE userid = 9637,33
10/Feb/2026 02:57:26,Query,UPDATE users SET email = linda@hotmail.com WHERE userid = 4258,25
30/Jan/2026 01:55:07,Query,SELECT email FROM users WHERE userid = 3816,21
29/Jan/2026 20:41:39,Query,SELECT username FROM users WHERE userid = 4783,48
12/Feb/2026 23:23:42,Query,UPDATE users SET email = mary@yahoo.com WHERE userid = 2759,90
29/Jan/2026 20:17:36,Query,SELECT email FROM users WHERE userid = 9783,25
08/Feb/2026 16:58:15,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3248, WC-SH-A01, 1)",15
02/Feb/2026 09:13:50,Query,SELECT * FROM creditcard WHERE userid = 1883,16
08/Feb/2026 23:00:38,Query,UPDATE users SET email = michael@yahoo.com WHERE userid = 9529,55
16/Feb/2026 16:45:37,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2223,18
06/Feb/2026 01:49:48,Connect,webapp on BCG using TCP/IP,
06/Feb/2026 01:32:01,Query,SELECT * FROM creditcard WHERE userid = 7451,6
03/Feb/2026 18:05:10,Query,UPDATE users SET email = james@example.org WHERE userid = 1244,70
08/Feb/2026 19:20:29,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3056, FI-AG-G08, 5)",92
02/Feb/2026 21:07:44,Query,SELECT email FROM users WHERE userid = 5243,26
22/Feb/2026 23:31:43,Query,DELETE FROM sessions WHERE userid = 9552,9
11/Feb/2026 15:34:42,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (3530, FS-SG-G03, 2)",92
31/Jan/2026 08:59:54,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william55, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Williams, james99@company.com)",93
25/Jan/2026 13:03:19,Query,SELECT * FROM creditcard WHERE userid = 4323,27
27/Jan/2026 16:58:42,Query,DELETE FROM sessions WHERE userid = 4263,29
30/Jan/2026 19:15:17,Query,SELECT username FROM users WHERE userid = 1613,5
27/Jan/2026 09:07:33,Query,SELECT ccexpire FROM creditcard WHERE userid = 5898,20
14/Feb/2026 03:39:30,Query,SELECT * FROM creditcard WHERE userid = 2189,42
31/Jan/2026 14:24:17,Query,SELECT ccexpire FROM creditcard WHERE userid = 1318,37
17/Feb/2026 01:17:07,Connect,dbuser on BCG using TCP/IP,
20/Feb/2026 07:59:32,Query,SELECT username FROM users WHERE userid = 1268,9
08/Feb/2026 05:10:55,Query,UPDATE products SET stock = stock - 1 WHERE productid = 2202,76
06/Feb/2026 20:59:49,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1325,92
10/Feb/2026 10:48:49,Connect,dbuser on BCG using TCP/IP,
10/Feb/2026 20:11:44,Connect,dbuser on BCG using TCP/IP,
13/Feb/2026 04:53:03,Connect,dbuser on BCG using TCP/IP,
18/Feb/2026 13:22:14,Query,SELECT username FROM users WHERE userid = 2282,40
06/Feb/2026 06:34:32,Query,DELETE FROM sessions WHERE userid = 5224,25
13/Feb/2026 13:11:14,Query,SELECT email FROM users WHERE userid = 5673,12
01/Feb/2026 01:24:09,Connect,dbuser on BCG using TCP/IP,
08/Feb/2026 18:06:54,Query,DELETE FROM sessions WHERE userid = 9220,27
29/Jan/2026 02:34:38,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william32, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Patricia, Garcia, elizabeth20@gmail.com)",51
28/Jan/2026 11:09:14,Query,DELETE FROM sessions WHERE userid = 8158,15
08/Feb/2026 03:42:20,Query,UPDATE products SET stock = stock - 1 WHERE productid = 1394,22
28/Jan/2026 23:48:56,Query,SELECT * FROM users WHERE userid = 1624,29
15/Feb/2026 09:46:27,Query,SELECT * FROM creditcard WHERE userid = 1890,14
16/Feb/2026 07:20:07,Query,SELECT * FROM creditcard WHERE userid = 6433,27
26/Jan/2026 04:49:41,Connect,admin on BCG using TCP/IP,
15/Feb/2026 11:08:39,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (william57, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Martinez, william31@hotmail.com)",85
14/Feb/2026 07:30:37,Connect,admin on BCG using TCP/IP,
25/Jan/2026 10:58:44,Query,DELETE FROM sessions WHERE userid = 6583,6
08/Feb/2026 21:03:06,Query,UPDATE users SET email = jennifer@yahoo.com WHERE userid = 5451,78
21/Feb/2026 04:14:14,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (1913, FI-AG-G08, 1)",75
19/Feb/2026 12:15:40,Query,DELETE FROM sessions WHERE userid = 4262,6
01/Feb/2026 01:41:14,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (robert89, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Rodriguez, john49@hotmail.com)",84
02/Feb/2026 18:33:53,Query,UPDATE users SET email = michael@company.com WHERE userid = 7702,26
10/Feb/2026 09:50:30,Query,SELECT * FROM creditcard WHERE userid = 2265,47
21/Feb/2026 12:37:23,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8322,90
30/Jan/2026 10:26:37,Query,SELECT username FROM users WHERE userid = 7838,9
08/Feb/2026 04:40:53,Query,SELECT username FROM users WHERE userid = 3907,11
16/Feb/2026 10:55:51,Query,SELECT username FROM users WHERE userid = 3820,22
24/Feb/2026 03:01:32,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8884,63
23/Feb/2026 21:53:00,Connect,admin on BCG using TCP/IP,
15/Feb/2026 11:54:25,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7700, WC-SH-G04, 3)",67
18/Feb/2026 23:07:13,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3190,37
30/Jan/2026 21:03:57,Query,DELETE FROM sessions WHERE userid = 9361,30
22/Feb/2026 15:04:08,Connect,webapp on BCG using TCP/IP,
25/Jan/2026 22:31:38,Connect,dbuser on BCG using TCP/IP,
30/Jan/2026 13:54:15,Query,UPDATE products SET stock = stock - 1 WHERE productid = 6101,47
07/Feb/2026 01:15:50,Connect,dbuser on BCG using TCP/IP,
07/Feb/2026 12:58:48,Query,SELECT ccexpire FROM creditcard WHERE userid = 4762,31
01/Feb/2026 20:08:06,Connect,admin on BCG using TCP/IP,
17/Feb/2026 08:56:01,Query,SELECT email FROM users WHERE userid = 3934,21
15/Feb/2026 16:07:27,Query,DELETE FROM sessions WHERE userid = 3133,6
23/Feb/2026 15:36:35,Query,SELECT ccexpire FROM creditcard WHERE userid = 4985,25
11/Feb/2026 02:35:13,Query,SELECT ccexpire FROM creditcard WHERE userid = 8271,47
09/Feb/2026 09:22:41,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8462,67
09/Feb/2026 08:51:26,Query,SELECT email FROM users WHERE userid = 4607,45
07/Feb/2026 10:28:26,Query,SELECT * FROM creditcard WHERE userid = 7799,25
28/Jan/2026 18:17:57,Connect,admin on BCG using TCP/IP,
12/Feb/2026 21:07:39,Query,UPDATE users SET email = patricia@hotmail.com WHERE userid = 1909,68
01/Feb/2026 20:02:21,Connect,webapp on BCG using TCP/IP,
06/Feb/2026 06:40:13,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (9401, SC-MG-G10, 2)",85
14/Feb/2026 09:29:14,Query,UPDATE products SET stock = stock - 1 WHERE productid = 8569,57
07/Feb/2026 16:08:47,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (mary21, 1e3f0e4291be8533bce600d32c41da4fecfd0204, William, Jones, robert65@gmail.com)",37
06/Feb/2026 12:48:04,Query,SELECT * FROM creditcard WHERE userid = 3385,42
21/Feb/2026 15:08:39,Connect,admin on BCG using TCP/IP,
07/Feb/2026 05:49:16,Query,SELECT username FROM users WHERE userid = 2799,35
02/Feb/2026 08:03:36,Query,SELECT * FROM users WHERE userid = 7599,43
27/Jan/2026 00:56:14,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (michael50, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Robert, Miller, michael71@hotmail.com)",75
30/Jan/2026 22:41:10,Connect,webapp on BCG using TCP/IP,
13/Feb/2026 12:46:47,Query,UPDATE users SET email = william@gmail.com WHERE userid = 7446,88
02/Feb/2026 19:25:29,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (linda31, 1e3f0e4291be8533bce600d32c41da4fecfd0204, John, Garcia, elizabeth72@example.org)",76
09/Feb/2026 17:14:16,Connect,admin on BCG using TCP/IP,
06/Feb/2026 18:16:22,Query,SELECT * FROM creditcard WHERE userid = 1793,47
28/Jan/2026 01:43:04,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7265, GT-SC-G01, 1)",11
31/Jan/2026 15:37:55,Query,"INSERT INTO users (username, password, fname, lname, email) VALUES (michael13, 1e3f0e4291be8533bce600d32c41da4fecfd0204, Linda, Rodriguez, james97@gmail.com)",86
28/Jan/2026 17:53:59,Query,SELECT * FROM users WHERE userid = 5291,46
20/Feb/2026 21:42:35,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (6257, WSC-MG-G10, 5)",97
20/Feb/2026 23:02:31,Query,DELETE FROM sessions WHERE userid = 4596,24
31/Jan/2026 06:21:27,Query,SELECT ccexpire FROM creditcard WHERE userid = 9952,44
08/Feb/2026 23:03:49,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (4337, SC-MG-G10, 4)",13
11/Feb/2026 04:26:18,Query,UPDATE users SET email = mary@hotmail.com WHERE userid = 3704,54
02/Feb/2026 23:41:33,Connect,dbuser on BCG using TCP/IP,
15/Feb/2026 21:49:41,Query,SELECT ccexpire FROM creditcard WHERE userid = 2853,22
11/Feb/2026 19:19:31,Connect,admin on BCG using TCP/IP,
01/Feb/2026 16:19:37,Query,DELETE FROM sessions WHERE userid = 6896,7
19/Feb/2026 16:32:45,Connect,admin on BCG using TCP/IP,
17/Feb/2026 04:37:49,Query,DELETE FROM sessions WHERE userid = 7853,18
23/Feb/2026 07:41:33,Query,"INSERT INTO orders (userid, productid, quantity) VALUES (7030, FS-SG-G03, 5)",38
18/Feb/2026 04:36:08,Connect,dbuser on BCG using TCP/IP,
29/Jan/2026 12:21:35,Query,SELECT ccexpire FROM creditcard WHERE userid = 9788,43
04/Feb/2026 18:10:10,Query,UPDATE products SET stock = stock - 1 WHERE productid = 3734,12
28/Jan/2026 04:36:17,Query,SELECT ccexpire FROM creditcard WHERE userid = 6175,19
14/Feb/2026 01:54:54,Query,SELECT * FROM users WHERE userid = 4212,48
03/Feb/2026 15:20:38,Query,SELECT username FROM users WHERE userid = 9425,9
11/Feb/2026 16:41:22,Query,DELETE FROM sessions WHERE userid = 8420,25
26/Jan/2026 15:35:22,Query,SELECT ccexpire FROM creditcard WHERE userid = 4041,13
03/Feb/2026 06:07:38,Query,UPDATE users SET email = jennifer@hotmail.com WHERE userid = 8284,46
